,names,links,bio
0,1PLIKÉ140,/wiki/1PLIK%C3%89140,"Pour l’article ayant un titre homophone, voir Les Impliqués .
1PLIKÉ140 , né le 24 avril 2001 , est un rappeur français originaire de Clamart dans les Hauts-de-Seine .
Bilal Sidiki naît le 24 avril 2001 dans une famille d'origine comorienne . De nationalité française, il grandit à la cité de La Plaine à Clamart dans les Hauts-de-Seine .
1PLIKÉ140 a réellement commencé sa carrière en 2019 avec sa série de freestyles intitulée #BATARD en adoptant les codes de la scène drill britannique . Sa première mixtape, 1PLIKTOI qui sort en juin 2020, connaît un succès immédiat et le place parmi les artistes prometteurs de la scène drill française, la mixtape est principalement produite par Binks Beatz .
Seulement six mois après son premier projet, il revient avec un deuxième EP, 1PLIKTOI Volume 2 , composé de dix titres .
En octobre 2020, 1PLIKÉ140 présente un freestyle Plugged in avec Fumez the Engineer pour Pressplay, un média britannique .
Au printemps 2021, il présente Arrêtez-Le ! , un projet de huit titres qui inclut des titres populaires comme Belek et Canada , vendu en 2300 exemplaires en première semaine . Il est suivi rapidement de son Volume 2, sorti en 2022 avec 5000 ventes en première semaine , comprenant des morceaux notables tels que Remontada , Bénéf et Comme Bou .
En mars 2023, il apparait sur le morceau Filon du rappeur H.La Drogue .
Le 14 février 2025, 1PLIKÉ dévoile son premier album studio , P1 , un projet de 15 titres. Pour l'annoncer, il publie le clip du morceau Gassama avec une production drill .
En 2021, 1PLIKÉ140 reçoit un disque d'or pour sa mixtape 1PLIKTOI et s'est distingué dans le projet de Niska , avec la collaboration 140G . Sa notoriété a été renforcée par un partenariat avec Adidas et le Bayern Munich . Il a également promu la marque de textile Project X Paris .
En janvier 2022, le community manager de KFC partage la couverture de l'album Arrêtez-le détournée en Remettez-le , permettant ainsi de faire connaître à la fois leur enseigne et l'artiste .
1PLIKÉ140 aborde sa vision des réalités de la vie dans les quartiers défavorisés. Ses paroles comportent des conseils de vie incitant à la prudence, à la vente de drogue et à éviter les pièges de la rue .
La spiritualité occupe une place significative dans la musique de 1PLIKÉ140, illustrant un conflit intérieur entre ses actions souvent marquées par la violence , la criminalité et ses convictions religieuses .
1PLIKÉ140 est reconnu comme l'un des artistes ayant contribué à populariser le genre musical drill en France . Il a introduit les codes de la scène drill britannique dans son travail ."
1,20syl,/wiki/20syl,"20syl , de son vrai nom Sylvain Richard , né le 17 février 1979 à Nantes , est un rappeur , disc jockey et producteur français . Il est compositeur et MC du groupe Hocus Pocus , et membre et beatmaker du collectif de DJs C2C , quadruple champion du monde DMC par équipe . Il publie en 2014 son premier EP intitulé Motifs , suivi d'un deuxième volet, Motifs II en 2015.
Durant sa carrière, il produit également pour des artistes et groupes tels que Diam's , Disiz , Kohndo , Slum Village , Fabe , Scred Connexion , Nakk , Sully Sefil , et participe à des projets tels que Juste nous vol.1 ou Original Bombattak .
20syl est à l'origine graphiste diplômé de l' École supérieure des beaux-arts de Nantes Métropole . Il commence sa carrière musicale dans sa chambre, chez ses parents à Rezé (Loire-Atlantique) en créant son petit Home Studio Mab Rec Hord Studio .
En 1995, 20Syl et Cambia publient leur première mixtape , intitulée Première Formule , qu'ils enregistrent dans un « studio de fortune » , dans la cour de leur lycée . En 1997, ils s'associent avec DJ Greem, un copain de lycée de 20Syl pour former le groupe Hocus Pocus , qui publie, en tant que trio, son premier album intitulé Seconde Formule . Hocus Pocus mêle des éléments propres au hip-hop (scratchs, samples, rap) à un son instrumental influencé par le jazz, la soul et le funk . En parallèle, ils fondent le collectif de DJs C2C (Coups2Cross), quadruple champion du monde DMC par équipe quatre années consécutives entre 2003 et 2006 . Par la suite, 20Syl continue ses productions, et DJ Greem s'investit plus particulièrement dans le collectif C2C .
20syl publie son premier EP intitulé Motifs le 9 juin 2014 ; le site sourdoreille.net considère cet EP comme « une véritable pépite » . Son deuxième EP, Motifs II , est publié le 11 mai 2015 . Concernant la pochette de Motifs II il explique : « Pour le premier volume, j'avais joué sur le contraste entre le zèbre et le damier. Pour celui-ci, j'avais envie de remettre en scène un animal. J'aime bien les animaux qui ont un air solennel, qui dégagent une force esthétique. Quand je suis tombé sur cette chouette effraie, je lui ai trouvé un côté mystérieux et chic. J'ai choisi aussi le motif du plumage en opposition au damier. C'est une manière de symboliser deux aspects de ma musique: l'électronique et l'organique. Cette image épurée et énigmatique suscite des interrogations . »
En juillet 2015 à Nantes , 20syl présente le U, une rampe de skateboard musicale interactive (réalisée en collaboration avec le collectif Herrmutt Lobby) . L'Apple Keynote de septembre 2015 , utilise un morceau de 20syl pour promouvoir les fonctionnalités de Siri sur l'Apple Watch . À la fin de 2015, 20syl publie un remix du groupe Pulpalicious, originaire de Dijon . En janvier 2016 , il publie sa première production de l'année intitulée Inertia . Toujours en janvier 2016 , il publie un remix de la chanson Walk Walk de Yael Naim .
En 2016 il forme le duo Alltta (A Little Lower Than The Angels) aux côtés du rappeur californien Mr J medeiros ."
2,404Billy,/wiki/404Billy,"Pour les articles homonymes, voir Billy .
404Billy ( /katʁ sɑ̃ kat bil.i/ ), de son vrai nom Benjamin Saunier , né le 11 janvier 1995 en Seine-Maritime , est un rappeur et auteur-compositeur-interprète français d'origine franco - sénégalaise , venant de Villiers-le-Bel ( Val-d'Oise ).
Il émerge dès 2017 grâce à ses freestyles Error et ses collaborations avec des artistes influents comme Damso et PLK . Il multiplie ensuite les projets, avec la sortie de Hostile le 20 avril 2018. Son second projet solo, Process , voit le jour le 15 mars 2019, suivi de Supernova le 13 décembre de la même année. Un an plus tard, le 20 novembre 2020, il dévoile l’EP 21Visions . Enfin, en décembre 2021, il publie 100 .
De 2022 à 2023, il connaît un nouveau gain de popularité avec la sortie de trois EP successifs formant la trilogie BLKKKK VAN GOGH . Après une année de quasi absence, il fait son grand retour le 10 janvier 2025 avec son album , SAMO.
Parallèlement à sa carrière d'artiste, il fonde la label indépendant Kidvillain Industry , en 2023.
Benjamin Saunier naît le 11 janvier 1995 en Seine-Maritime d'un père sénégalais et d'une mère française . Dès l'âge de 6 ans, il déménage avec sa famille à Villiers-le-Bel dans le Val-d’Oise , tout en passant une partie de son enfance dans un quartier du Havre , Bois de bléville de bléville. Petit, son père, grand amateur de rap et de musique en général, joue un rôle clé dans son éducation musicale. À la maison, il écoute aussi bien des légendes du rap américain comme Tupac et The Notorious B.I.G. , que des piliers du rap français comme Lunatic et la Mafia K'1 Fry . Toutefois, c'est en découvrant 50 cent qu'il se passionne véritablement pour le rap, fasciné par l'esthétique du rappeur, tant sur le plan visuel que musical, le petit Benjamin commence à approfondir sa propre culture rap . Cette engouement précoce pour la musique marque profondément le jeune Billy, qui se découvre une passion pour l'écriture dès l'âge de 11 ans .
C’est vers l’âge de 16 ans qu’il franchit le pas et commence à rapper ses propres compositions. Cependant, à cette époque, il ne considère pas encore la musique comme une activité sérieuse, mais plutôt comme une phase d'expérimentation : « J'écrivais des histoires, ce n'était pas vraiment des textes de rap au début. Je les gardais pour moi, puis c'est venu naturellement avec un ami ; on écoutait les rappeurs de notre ville et on s'est dit 'nous aussi, on peut le faire' » .
Puis vers ses 17 ans, il se consacre entièrement à la musique. Il adopte alors le pseudonyme « Billy », en hommage à Billy the Kid , auquel il s'identifie. Pour distinguer son identité sur les réseaux sociaux et pour y ajouter une touche reconnaissable, il accole « 404 » devant son nom, en référence à l' erreur 404 et à un collectif auquel il appartenait .
Par la suite, une rencontre déterminante va marquer un tournant dans sa jeune carrière encore amateur : celle avec le rappeur Siboy , qui n’était pas encore signé chez le Label 92i à l’époque. Ce dernier l’invite à poser sur l'une de ses productions, donnant ainsi naissance à son premier morceau solo officiel, Mourir . Le courant passe bien entre les deux artistes, qui restent en contact et suivent dès lors leurs parcours respectifs. 404Billy décrit néanmoins ses débuts comme « chaotiques », allant même jusqu'à qualifier son premier morceau de « nul » .
Par la suite, en 2015, il est intégré à l’effectif de l’OKLM Mixtape avec le morceau Street . C'est le début de sa professionnalisation pour le jeune de Villiers-le-Bel , qui va ensuite enchaîner les morceaux et freestyles qu'il postera sur YouTube et le feront peu à peu remarquer du public. D'une part avec le morceau Le Kid Est Mort en 2017 qui le fait passer à une vitesse supérieure selon Radio France . Mais aussi en dévoilant ses freestyle Error assez crus sur Youtube qui fédèrent peu à peu une fanbase , à partir de 2017. L'engouement est tel que le rappeur Vald le repartage, permettant à son public de découvrir la musique du 4 .
Dorénavant écouté à travers la France, cette nouvelle popularité le conduit naturellement à sortir son premier projet un an plus tard, intitulé Hostile .
Son premier véritable projet, Hostile, voit le jour le 20 avril 2018, uniquement en version digitale . Selon le média Mouv' : « avec un rap âpre et sans concession, qui le place malgré lui en marge de la tendance, cet EP parvient à rencontrer son public » . De son côté, L' Abcdr du son décrit cette première sortie comme étant « une première sortie compacte, cohérente, condensée en dix titres, à l’époque des albums fleuves » .
L'accueil favorable de son projet attire l'attention du rappeur belge Damso , qui l'invite à assurer les premières parties de sa tournée Lithopédion . À la suite de cela, les deux artistes collaborent sur le titre RVRE , dont le clip rencontre un franc succès. Billy franchit alors pour la première fois le cap du million de vues. Cette exposition lui offre l'opportunité de préparer sereinement son second projet solo, Process , paru le 15 mars 2019. Avec cet opus, Billy cherche à s'affranchir de sa zone de confort et à affirmer son identité artistique :
« Avec Hostile , je me suis dit qu’il fallait que j’arrive avec un projet où je rappe. Et je savais que le sombre, c’est ce qui m’allait le mieux. Pas forcément du rap boom bap, mais sombre. Il fallait que je prouve que je sais rapper. Je ne pouvais pas venir et sauter des étapes. Maintenant, je ne veux pas habituer les gens à se dire que je fais tout le temps la même chose, à rester dans ma zone de confort. Process , le nom colle à l’idée du projet. Je dois me découvrir aussi, et voir où je peux aller. Mais toujours en faisant des trucs que j’aime »
— 404Billy, dans une interview accordée à l' Abcdr du son
La même année, le 13 décembre, il enchaîne avec Supernova , un projet de 11 titres sur lequel PLK est l'unique invité . En parallèle, fort de son succès d'estime, il parvient même à réaliser un freestyle exclusif pour Rentre dans le cercle de Fianso . Une année après, le 20 novembre 2020, il sort l'EP 21Visions , composé de 4 titres. Finalement, en fin décembre 2021, le rappeur publie son projet 100 , faisant suite à sa série de freestyles Freestyles % , composée entre autres de 77% (SOS) avec Guy2Bezbar , 88% (Window) avec Benjamin Epps ou encore 99% (Génocide) .
À la rentrée 2022, 404Billy connaît un regain de popularité à la sortie de son EP de 4 titres nommé BLKKKK VAN GOGH , premier opus d'une trilogie de projets. Par la suite, il publie également les formats courts Mr.AAA en 2023 et GDAY en 2024. Le projet, ainsi que tous ceux qui suivront, se distinguent par un retour sur du boom-bap sur des productions sombres et grinçantes, inspiré notamment par les artistes du label américain Griselda .
Il se sépare de son label Culture Record (en contrat de distribution avec Universal), et fonde son label entièrement indépendant Kidvillain Records.
En décembre 2024, après plusieurs mois de retrait, 404Billy dévoile la sortie de son futur album intitulé SAMO le 10 janvier 2025. Il annonce en parallèle une interview avec Driver pour marquer l'évènement.
Derrière ce titre, le rappeur rend hommage à SAMO , un collectif de street art new-yorkais formé de Jean-Michel Basquiat et d'Al Diaz dans les années 1970. Pour le média Hip Hop Corner, « 404Billy semble vouloir établir un parallèle entre l’impact révolutionnaire de ce collectif et sa propre ambition de marquer l’histoire du rap ».
Il est père de deux enfants, une fille qu'il a eu à 16 ans, et un garçon .
Dans son bilan de fin d'année 2022, l'Abcdrduson a critiqué le « réactionnisme sociétal » de certains propos tenus par 404Billy, notamment à l'égard de l' homosexualité , où il reprend l'idée que les écoles publiques serviraient de relais à la propagande des lobbys LGBT . En effet, selon l'Abcdrduson, il « [reproduit] les mêmes schémas discriminants et oppressifs que les élites occidentales [qu'il dénonce] » .
De plus, le rappeur fait scandale en 2024 lorsqu'il affirme sur X (anciennement Twitter) que « personne ne veut voir le rap virer extrême droite , ça n’a jamais été son essence. De mon côté, je ne veux pas non plus qu’il devienne LGBT friendly, parce que ça n’a jamais été son essence non plus. On a tous notre part de conservatisme . Soyez cohérents dans votre démarche » . Ce tweet suscite de fortes réactions chez les internautes, et attire notamment l'attention du média Raplume qui critique ces propos .
Le différend entre Benjamin Epps et 404Billy émerge bien après leur collaboration sur le morceau 88% (Window) , sorti en 2021. Selon les propos de Billy, les tensions débutent lors d’un concert de Epps, où ce dernier aurait mal interprété leur titre commun en ne voulant pas répéter avec lui et en oubliant ses paroles sur scène, le tout sans jamais le payer dans les temps pour sa présence. Ainsi, en juin 2023, le conflit devient public à la suite d’une pique lancée par 404Billy dans son morceau Title Shot , où il déclare : « Eppsito, tu peux pas dire qu't'es l'meilleur rappeur, si tous mes p'tits EPs sont meilleurs qu'ton album ». Epps annonce initialement sur X qu’il répondra à cette attaque, cependant, Billy informe son public que Benjamin ne veut finalement pas donner suite à ces piques, après avoir été contacté en privé par son équipe. Néanmoins, Epps lui répond finalement à travers 2 morceaux dans son EP Ready for War au début du mois de décembre 2023, sans le mentionner directement .
404Billy, considérant que sa pique initiale était dans un esprit de compétition, est fortement mécontent de la réponse de Eppsito , qu'il considère comme étant disproportionnée et trop personnelle. Il décide alors de publier, le 15 décembre 2023, le premier vrai disstrack de ce clash, La plus grande des illusions . Le morceau détourne le titre et la pochette de l’album La Grande Désillusion de Benjamin Epps, sur laquelle le rappeur gabonais nous est montré installé sur le trône d’un WC. Cette dernière est supprimée dans les jours qui suivent pour des raisons de droits d'auteurs . 404Billy y accuse notamment Epps d’être un industry plant (en) , mais aussi d'être une pâle copie du rappeur américain Westside Gunn .
Dans un premier temps, Benjamin Epps ne donne pas suite au clash. Toutefois, près d'un mois plus tard, le 11 janvier 2024, à l'occasion de l'anniversaire de 404Billy, il réplique par surprise avec un morceau de huit minutes intitulé Reste dans ta merde . Il y prétend notamment avoir couché avec sa ""baby mama"". En réaction, Billy clôt le conflit et rétorque avec Pinocchio Epembia , mettant fin à cet échange. Le public et les observateurs du rap considèrent alors 404Billy comme le vainqueur de ce clash. Ce dernier conclut finalement sur ses réseaux : « Vive le divertissement, pour la culture, pour les auditeurs, pour ceux qui aiment ce genre de rap. Force à vous, force à nous » .
En termes d'écriture, selon Booska P , « son registre sombre et personnel, où le vécu s’exprime à travers des textes [évoque] la violence du quotidien ainsi que la jeunesse ». « C’est des thèmes qui font partie de la vie de tous les jours, je relate mon quotidien. J’ai vu beaucoup de violence dans ma vie, que ce soit avant la maison ou dehors, donc moi quand j’écris, c’est des flashs qui viennent en fait. Je ne me mets pas de filtres, je laisse parler ce qui sort de mon esprit », a notamment déclaré l'artiste .
Selon Radio France , 404 est « auteur de textes denses et de schémas de rimes complexes, adepte de sonorités orientées boom-bap » .
404Billy présente toutes les caractéristiques d'un rappeur en marge du rap. Ainsi, il se veut être un rappeur à l'indépendance affirmée, en déclarant ouvertement son rejet des médias mainstream et en tenant des discours polémiques, sur le rap en général ou bien sur la société de manière plus large .
En termes d'influences, 404Billy cite rapidement des artistes comme Rohff , Booba , ou encore Kaaris , qui ont contribué à populariser la trap et le rap hardcore en France. Cependant, c'est surtout aux États-Unis que l'artiste puise son inspiration, notamment dans le rap new-yorkais avec des figures comme Jay-Z et Nas , ou celui de Los Angeles avec des artistes tels que Kendrick Lamar , Snoop Dogg et Tupac . Néanmoins, sa plus grande référence demeure : « Celui qui m'a matrixé pendant ma jeunesse, et je pense toute ma génération aussi, c'est 50 Cent » ."
3,Aketo,/wiki/Aketo,"Aketo , né le 30 août 1980 à Épinay-sur-Seine , est un rappeur et compositeur français . En 1997, il fonde, aux côtés de Tunisiano , Blacko et DJ Boudj, le groupe Sniper .
Ryad Selmi naît le 30 août 1980 à Épinay-sur-Seine en Seine-Saint-Denis de parents algériens . Il grandit à Deuil-la-Barre , dans le Val-d'Oise . Il touche au hip-hop dès l'âge de douze ans, en parallèle à ses activités de graffeur. Son cousin est Kast, membre du crew de graffeurs 93 MC et du groupe de rap français Suprême NTM . Il appartient au crew Parisien 357, avec son nom Aket .
Ryad Selmi intègre le collectif Comité de Deuil-la-Barre qu'il ne quittera qu'en 1997, pour rejoindre le groupe Personnalité Suspecte de Tunisiano et Blacko auquel il ramènera DJ Boudj. Le groupe, renommé Sniper , fait une apparition sur la compilation Première classe vol. 1 . Ils signent ensuite chez Warner, et publient leur premier album intitulé Du rire aux larmes contenant le morceau La France , des années après la sortie de ce dernier en single. Après quelques apparitions solos sur diverses compilations, les trois membres se réunissent pour publier leur deuxième album Gravé dans la roche , qui connaitra un gros succès commercial avec 600 000 exemplaires vendus . Ils publient un troisième album nommé Trait pour trait .
Aketo sort en décembre 2007 un street CD sous le nom de Cracheur 2 venin où il invite des artistes du rap français comme Alkpote, Soprano, Salif, Seth Gueko, Sefyu, Six Coups MC, ou encore L'Skadrille. Toujours en 2007, Blacko quitte Sniper, laissant derrière lui le duo Aketo et Tunisiano . Après ce départ, Aketo confie que : « ce qui était compliqué, c'est de n'être plus que deux. On l'a ressenti dans la conception de l'album et lors de la tournée. C'est sûr que c'était différent (…) Quand Blacko a quitté le groupe, ça m'a cassé le moral . »
En 2010, Aketo et Tunisiano annoncent sur le blog de ce dernier le retour de Sniper . Les deux artistes sortent à la rentrée 2011 le premier extrait de leur album : Le blues de la tess . La chanson Arabia , un titre qui parle de la révolution tunisienne et égyptienne, est le deuxième single de l'album. Il est remixé par la suite avec les rappeurs Sinik , Rim-K , Medine , Mokless, Haroun, Leck , L'Algerino , Bakar , Mister You et le chanteur de Raï Reda Taliani . Fadela est le troisième extrait . Le titre crée une polémique à laquelle Tunisiano répond : « C’est par rapport aux origines sociales, pour dire qu’il ne faut pas snober les gens qui te ressemblent quand tu es arrivé. Ça n’a rien à voir avec l’origine ethnique. On n’est pas grossiers, on n’insulte nullement . » J'te parle , titre en featuring avec Soprano , est dévoilé peu avant la sortie de l'album, sous le nom À toute épreuve , le 3 octobre 2011 . L'album est publié au Québec le 7 février 2012 .
Aketo apparaît avec un jeune rappeur nommé Biloo-K, le 3 avril 2011 dans le clip nommé Agression vocale . En août 2013 , il publie le single Accoutumance , issu de son futur album solo Une petite vie 100 histoires . Le single, dont le clip vidéo est tourné à Lausanne , en Suisse , est disponible sur iTunes . Finalement cet album ne sortira pas étant donné le retour de Blacko au sein du groupe Sniper.
En octobre 2015 , Aketo dévoile son Freestyle part. 1 , dont la deuxième partie est dévoilée en janvier 2016 aux côtés de Haroun de la Scred Connexion .
Aketo est ami avec Tunisiano et Blacko . Il déclare apprécier le travail de Sofiane . Il est également proche de Haroun ( Scred Connexion ) avec qui il travaille sur sa carrière solo."
